Nachname;Vorname;Strasse;Postleitzahl;Ort;Telefonnummer;Handynummer;Geburtsdatum;Email
Fischer;Anna;Brunnenstrasse 84;9100;Lausanne;0447975858;0798273907;1993-05-26;Anna.Fischer@mail.com
Lehmann;Sandra;Feldstrasse 16;6003;Genf;0446569362;0797729364;1983-07-05;Sandra.Lehmann@gmail.com
Bachmann;Maria;Wiesenweg 4;6003;Sitten;0442059596;0798369565;1950-12-05;Maria.Bachmann@yahoo.com
Zürcher;Sophie;Seestrasse 4;8400;Lugano;0442321054;0791282670;1955-08-08;Sophie.Zürcher@web.de
Kunz;Anna;Brunnenstrasse 95;6300;Winterthur;0446958130;0793946715;1965-08-05;Anna.Kunz@gmail.com
Baumann;Laura;Bergstrasse 46;9300;Freiburg;0446807371;0791556601;1989-01-26;Laura.Baumann@web.de
Baumann;Katja;Lindenweg 57;1000;Bern;0448234304;0797186919;1999-10-31;Katja.Baumann@web.de
Maurer;Laura;Weidstrasse 54;4001;Lausanne;0447704715;0794729837;1982-07-14;Laura.Maurer@web.de
Brunner;Thomas;Feldstrasse 78;8001;Freiburg;0442801142;0793478279;1991-08-24;Thomas.Brunner@gmail.com
Maurer;Julia;Bergstrasse 40;6003;St. Gallen;0444446643;0795781113;1983-01-21;Julia.Maurer@gmail.com
Zürcher;Kevin;Sonnenweg 66;9001;Zürich;0442801142;0792169562;1955-09-25;Kevin.Zürcher@yahoo.com
Bachmann;Lena;Birkenweg 67;8400;Bern;0448234304;0798159871;1985-01-12;Lena.Bachmann@mail.com
Huber;Katja;Birkenweg 18;8002;Luzern;0448590960;0792316000;1959-12-22;Katja.Huber@web.de
Brunner;Michaela;Rosenweg 83;9050;Bern;0446807371;0798166505;1982-12-29;Michaela.Brunner@example.com
Zürcher;Max;Schulstrasse 93;9400;Basel;0443669973;0797788905;1950-03-06;Max.Zürcher@gmail.com
Baumann;Anna;Schulstrasse 38;4001;Lausanne;0446079100;0796052063;1952-02-24;Anna.Baumann@gmail.com
Keller;Katja;Poststrasse 13;3000;Neuenburg;0447657653;0795597697;1977-01-10;Katja.Keller@gmail.com
Keller;Julia;Sonnenweg 82;8400;Schaffhausen;0441651055;0797729364;1998-10-21;Julia.Keller@yahoo.com
Wenger;Laura;Weidstrasse 10;9000;Luzern;0442066085;0793472043;1980-01-15;Laura.Wenger@gmail.com
Marti;Simon;Wiesenweg 55;9300;Bern;0441277545;0796785158;1966-10-11;Simon.Marti@gmail.com
Huber;Kevin;Weidstrasse 8;8304;Sitten;0448569453;0797346559;1994-10-24;Kevin.Huber@mail.com
Zürcher;Nina;Poststrasse 40;1000;Genf;0444295640;0798551915;1987-08-23;Nina.Zürcher@yahoo.com
Meier;Sophie;Schulstrasse 43;6003;Neuenburg;0444633613;0792141573;1998-07-06;Sophie.Meier@yahoo.com
Meier;Anna;Gartenweg 50;1000;Solothurn;0446677010;0799473499;1961-07-28;Anna.Meier@yahoo.com
Keller;David;Sonnenweg 73;9000;Sitten;0446807371;0791826680;1967-03-09;David.Keller@web.de
Schmid;Simon;Alpenblick 62;8500;Schaffhausen;0442265256;0793478279;1957-11-13;Simon.Schmid@web.de
Lehmann;Laura;Hauptstrasse 40;8050;Zug;0442302770;0796131401;1984-04-03;Laura.Lehmann@yahoo.com
Roth;Simon;Talstrasse 54;9200;Thun;0446062912;0799343726;1958-08-10;Simon.Roth@web.de
Keller;Anna;Wiesenweg 97;8304;Basel;0448590960;0795668668;1964-01-18;Anna.Keller@mail.com
Fischer;Markus;Dorfstrasse 25;9100;St. Gallen;0443005313;0797540509;1997-11-26;Markus.Fischer@example.com
Maurer;Laura;Sonnenweg 55;9300;Chur;0446569362;0796415432;1975-07-31;Laura.Maurer@example.com
Weber;Peter;Ringstrasse 34;9100;Genf;0447633856;0792141573;2000-02-13;Peter.Weber@web.de
Sutter;Nina;Lindenweg 72;7000;Freiburg;0442187777;0797765114;1976-09-04;Nina.Sutter@gmail.com
Marti;Felix;Hauptstrasse 20;3000;Chur;0448670314;0796786311;1988-09-22;Felix.Marti@mail.com
Gerber;Maria;Tannenweg 93;1000;Lugano;0447604237;0794686845;1976-02-29;Maria.Gerber@web.de
Wenger;Lena;Schulstrasse 31;9300;Uster;0447043886;0793472043;1963-10-24;Lena.Wenger@gmail.com
Sutter;Thomas;Brunnenstrasse 26;8050;Biel;0448482574;0798041878;1973-11-02;Thomas.Sutter@mail.com
Fischer;Nina;Talstrasse 76;5000;Basel;0448033486;0798740150;1950-04-01;Nina.Fischer@web.de
Lehmann;Thomas;Hauptstrasse 67;9001;Zürich;0442217112;0797526210;1983-02-13;Thomas.Lehmann@example.com
Müller;Katja;Rosenweg 32;9050;Baden;0442994435;0796052063;1981-03-20;Katja.Müller@gmail.com
Kunz;Daniel;Wiesenweg 67;9050;Winterthur;0443403090;0792169562;1998-02-28;Daniel.Kunz@example.com
Weber;Nina;Feldstrasse 51;9200;Winterthur;0445198625;0799473499;1963-07-06;Nina.Weber@web.de
Roth;Lena;Brunnenstrasse 29;7000;Thun;0442059596;0795597697;1989-09-14;Lena.Roth@example.com
Maurer;Kevin;Talstrasse 78;9400;Thun;0448350147;0796415432;1976-03-28;Kevin.Maurer@web.de
Maurer;Maria;Seestrasse 31;1000;Lugano;0443403090;0796209489;1977-09-29;Maria.Maurer@example.com
Wenger;Lukas;Tannenweg 13;5000;Bern;0446792481;0795109693;1951-03-01;Lukas.Wenger@web.de
Lehmann;Anna;Ringstrasse 38;3000;Zug;0441849975;0792141573;1958-12-06;Anna.Lehmann@yahoo.com
Gerber;Markus;Weidstrasse 94;9100;Sitten;0446792481;0793840613;1962-06-01;Markus.Gerber@yahoo.com
Weber;Lena;Talstrasse 77;6003;Zug;0448982813;0795354193;1954-03-31;Lena.Weber@gmail.com
Bachmann;Michaela;Sonnenweg 68;4001;St. Gallen;0448145853;0794286787;1978-02-01;Michaela.Bachmann@gmail.com
Maurer;Nina;Dorfstrasse 12;8050;Freiburg;0448482574;0797186919;1950-03-22;Nina.Maurer@web.de
Sutter;Simon;Bergstrasse 86;8500;Sitten;0442321054;0792225391;1963-07-07;Simon.Sutter@yahoo.com
Brunner;Simon;Hauptstrasse 25;9050;Zug;0449188966;0797729364;1973-11-23;Simon.Brunner@web.de
Zürcher;Markus;Tannenweg 36;9100;Basel;0449689685;0792655207;1953-02-24;Markus.Zürcher@gmail.com
Maurer;Felix;Weidstrasse 39;6300;Neuenburg;0446079100;0794646901;1999-07-20;Felix.Maurer@mail.com
Kunz;Nina;Tannenweg 50;6300;Freiburg;0445781828;0792655207;1956-02-19;Nina.Kunz@gmail.com
Gerber;Max;Poststrasse 15;8050;Baden;0442144055;0793472043;1951-09-01;Max.Gerber@web.de
Keller;Maria;Lindenweg 41;9400;Neuenburg;0446681362;0793269976;1965-09-03;Maria.Keller@web.de
Keller;Sandra;Feldstrasse 81;9300;Schaffhausen;0449800670;0799343726;1967-08-15;Sandra.Keller@web.de
Keller;Lena;Talstrasse 53;1000;Lausanne;0449153046;0798159871;1967-10-22;Lena.Keller@gmail.com
Kunz;Michaela;Sonnenweg 20;8050;Schaffhausen;0448145853;0793741172;1958-10-10;Michaela.Kunz@example.com
Baumann;David;Poststrasse 69;6003;Uster;0442187777;0796290954;1995-04-11;David.Baumann@web.de
Fischer;Anna;Schulstrasse 42;3000;Sitten;0442187777;0795919543;1987-04-05;Anna.Fischer@yahoo.com
Fischer;Michaela;Wiesenweg 71;9050;Thun;0448030590;0797740808;1991-03-12;Michaela.Fischer@example.com
Gerber;Daniel;Tannenweg 32;8400;Solothurn;0441814027;0794646901;1987-03-15;Daniel.Gerber@example.com
Bachmann;David;Alpenblick 93;8002;Freiburg;0444446643;0799516577;1986-10-13;David.Bachmann@yahoo.com
Huber;Kevin;Bahnhofstrasse 67;8050;Lugano;0444295640;0793397566;1989-07-27;Kevin.Huber@yahoo.com
Roth;Michaela;Brunnenstrasse 64;7000;Biel;0448670314;0796530765;1966-06-30;Michaela.Roth@yahoo.com
Brunner;Sandra;Bergstrasse 45;7000;Lausanne;0447704715;0796112895;1951-03-07;Sandra.Brunner@mail.com
Brunner;Julia;Brunnenstrasse 56;9400;Sitten;0449188966;0791954558;1966-12-30;Julia.Brunner@yahoo.com
Lehmann;Sandra;Sonnenweg 68;8500;Solothurn;0445735778;0794729837;1988-03-20;Sandra.Lehmann@mail.com
Bachmann;Michaela;Sonnenweg 63;3000;Bern;0448537374;0799236745;1953-09-16;Michaela.Bachmann@gmail.com
Lehmann;Michaela;Lindenweg 63;9100;Thun;0446438065;0793946715;1994-10-19;Michaela.Lehmann@web.de
Roth;Peter;Wiesenweg 93;9000;Lugano;0449429709;0799516577;1984-01-28;Peter.Roth@mail.com
Sutter;Laura;Dorfstrasse 67;9100;Thun;0446792481;0791129673;1992-11-06;Laura.Sutter@yahoo.com
Müller;Markus;Lindenweg 81;3000;Winterthur;0443271584;0798159871;1971-11-03;Markus.Müller@yahoo.com
Kunz;Felix;Seestrasse 90;9000;Lausanne;0449789370;0796512196;1966-10-09;Felix.Kunz@web.de
Steiner;Peter;Sonnenweg 95;9100;Zug;0446792481;0791556601;1953-09-21;Peter.Steiner@mail.com
Roth;Thomas;Schulstrasse 48;4001;Uster;0448670314;0794552384;1956-01-26;Thomas.Roth@mail.com
Weber;David;Lindenweg 41;6003;Neuenburg;0446681362;0799516577;1984-07-13;David.Weber@gmail.com
Sutter;Peter;Alpenblick 55;9200;Luzern;0445198625;0791282670;1963-02-06;Peter.Sutter@gmail.com
Brunner;Felix;Bahnhofstrasse 39;9400;Biel;0448630394;0796131401;1991-09-25;Felix.Brunner@mail.com
Zürcher;Daniel;Rosenweg 78;9200;Zürich;0443005327;0793478279;1967-07-29;Daniel.Zürcher@web.de
Keller;Simon;Bergstrasse 91;9050;Winterthur;0447657653;0795109693;1998-01-17;Simon.Keller@gmail.com
Brunner;Peter;Poststrasse 93;8500;Lausanne;0447975858;0797977495;1963-03-09;Peter.Brunner@gmail.com
Meier;Lena;Rosenweg 79;9100;Zug;0442144055;0794826697;1955-09-09;Lena.Meier@gmail.com
Kunz;Anna;Gartenweg 19;8002;Schaffhausen;0441025317;0798159871;1967-12-13;Anna.Kunz@mail.com
Baumann;Felix;Alpenblick 62;8002;St. Gallen;0444295640;0794688034;1966-03-09;Felix.Baumann@yahoo.com
Fischer;Sandra;Weidstrasse 15;9100;Freiburg;0448030590;0792181625;1953-06-20;Sandra.Fischer@mail.com
Kunz;Max;Ringstrasse 10;8304;Winterthur;0446569362;0797186919;1993-12-24;Max.Kunz@example.com
Wenger;Lena;Brunnenstrasse 98;8400;St. Gallen;0447633856;0791668239;1991-11-21;Lena.Wenger@yahoo.com
Maurer;Kevin;Talstrasse 49;9001;Uster;0447633856;0791826680;1989-10-04;Kevin.Maurer@web.de
Sutter;Lena;Birkenweg 65;8050;Winterthur;0449800670;0798188691;1957-02-27;Lena.Sutter@yahoo.com
Zürcher;Kevin;Hauptstrasse 51;8050;Zürich;0442744320;0795597697;1985-05-25;Kevin.Zürcher@gmail.com
Keller;Laura;Talstrasse 7;8002;Uster;0446958130;0798742111;1957-04-16;Laura.Keller@yahoo.com
Fischer;Julia;Brunnenstrasse 1;9000;Solothurn;0442144055;0796785158;1979-03-08;Julia.Fischer@web.de
Wenger;Lukas;Rosenweg 72;8001;Bern;0445198625;0795597697;1961-12-31;Lukas.Wenger@web.de
Roth;Kevin;Hauptstrasse 81;9400;Baden;0443810194;0791766783;1983-02-27;Kevin.Roth@yahoo.com
Bachmann;Michaela;Ringstrasse 54;8002;Freiburg;0447657653;0797670330;1990-03-28;Michaela.Bachmann@yahoo.com
Lehmann;Anna;Seestrasse 68;5000;Zürich;0448234304;0794686845;1956-08-15;Anna.Lehmann@example.com
Kunz;Thomas;Rosenweg 59;9400;Winterthur;0441277545;0791668239;1993-02-23;Thomas.Kunz@mail.com
Zürcher;Laura;Ringstrasse 13;3000;Luzern;0445198625;0791556601;1963-04-17;Laura.Zürcher@web.de
Baumann;David;Brunnenstrasse 8;7000;Sitten;0445781828;0796786311;1958-04-15;David.Baumann@web.de
Schmid;Sophie;Brunnenstrasse 72;8001;Schaffhausen;0448670314;0798041878;1976-10-30;Sophie.Schmid@web.de
Fischer;David;Bahnhofstrasse 8;8500;Sitten;0445735778;0799473499;1957-04-19;David.Fischer@gmail.com
Kunz;David;Tannenweg 87;9001;St. Gallen;0442187777;0796052063;1979-10-09;David.Kunz@example.com
Bachmann;Felix;Dorfstrasse 11;9300;Baden;0445768979;0794795028;1967-05-17;Felix.Bachmann@example.com
Steiner;David;Feldstrasse 26;5000;Lugano;0448350147;0797540509;1991-04-21;David.Steiner@gmail.com
Schmid;Laura;Lindenweg 25;9300;Baden;0446807371;0795631305;1998-08-30;Laura.Schmid@web.de
Brunner;Simon;Alpenblick 54;6300;Uster;0447410655;0794602048;1975-12-14;Simon.Brunner@mail.com
Baumann;David;Dorfstrasse 80;8002;Chur;0449656653;0796512196;1998-06-02;David.Baumann@example.com
Müller;David;Seestrasse 28;9200;Chur;0442217112;0792225391;1957-03-28;David.Müller@web.de
Roth;Peter;Tannenweg 15;9050;Sitten;0448537374;0792316000;1962-05-16;Peter.Roth@mail.com
Brunner;Anna;Brunnenstrasse 68;3000;Chur;0449153046;0791826680;1964-02-16;Anna.Brunner@web.de
Baumann;Max;Seestrasse 20;8001;Zürich;0447252363;0793739668;1953-07-08;Max.Baumann@yahoo.com
Bachmann;Nina;Wiesenweg 52;9400;Genf;0442744320;0795668668;1977-05-18;Nina.Bachmann@yahoo.com
Steiner;Daniel;Ringstrasse 88;9001;Sitten;0442321054;0792181625;1996-01-05;Daniel.Steiner@gmail.com
Lehmann;Michaela;Weidstrasse 46;7000;St. Gallen;0441578655;0793472043;1998-04-28;Michaela.Lehmann@gmail.com
Schmid;Julia;Lindenweg 42;7000;Genf;0445519479;0795109693;1987-07-31;Julia.Schmid@example.com
Kunz;Laura;Feldstrasse 63;5000;Neuenburg;0445259121;0797740808;1981-03-19;Laura.Kunz@yahoo.com
Müller;Thomas;Hauptstrasse 64;9200;Bern;0448670314;0791766783;1963-12-25;Thomas.Müller@gmail.com
Schmid;Katja;Brunnenstrasse 69;9400;Thun;0442144055;0793571752;1952-10-01;Katja.Schmid@mail.com
Marti;Laura;Hauptstrasse 23;9000;Freiburg;0441025317;0798188691;1957-01-22;Laura.Marti@web.de
Müller;Sophie;Wiesenweg 14;5000;Bern;0442801142;0798273907;1992-09-22;Sophie.Müller@gmail.com
Bachmann;Markus;Poststrasse 7;4001;Bern;0445349037;0799236745;1971-04-23;Markus.Bachmann@yahoo.com
Baumann;David;Schulstrasse 63;8400;Thun;0446438065;0794602048;1960-02-22;David.Baumann@mail.com
Roth;Lukas;Wiesenweg 62;4001;Basel;0447043886;0794686845;1972-11-30;Lukas.Roth@gmail.com
Sutter;Lena;Poststrasse 97;9200;Lugano;0442976598;0798841134;1990-07-30;Lena.Sutter@gmail.com
Zürcher;Michaela;Ringstrasse 6;9400;Bern;0445349037;0794826697;1977-10-28;Michaela.Zürcher@gmail.com
Huber;Sandra;Alpenblick 90;8304;Neuenburg;0448145853;0793472043;1981-04-07;Sandra.Huber@example.com
Wenger;Peter;Weidstrasse 39;1000;Basel;0441578655;0793475351;1979-11-19;Peter.Wenger@mail.com
Müller;Simon;Feldstrasse 69;6300;Zug;0446681362;0795781113;1986-12-11;Simon.Müller@mail.com
Kunz;Felix;Birkenweg 39;8500;Lugano;0448630394;0798696155;1960-05-27;Felix.Kunz@yahoo.com
Sutter;Lukas;Dorfstrasse 61;6003;Uster;0442265256;0796649602;1950-08-29;Lukas.Sutter@web.de
Gerber;Julia;Bergstrasse 79;9200;Zürich;0443005327;0794686845;1974-09-28;Julia.Gerber@web.de
Kunz;Peter;Hauptstrasse 37;9050;Basel;0443005313;0791310176;1974-01-21;Peter.Kunz@gmail.com
Müller;Lukas;Hauptstrasse 26;9200;Biel;0443403090;0795668668;1957-01-20;Lukas.Müller@gmail.com
Fischer;Anna;Seestrasse 46;7000;Chur;0448145853;0796052063;1967-07-09;Anna.Fischer@yahoo.com
Brunner;Daniel;Tannenweg 51;9200;Bern;0444727326;0793475351;1966-02-16;Daniel.Brunner@gmail.com
Weber;Simon;Poststrasse 6;7000;Zug;0449789370;0798740150;1989-01-10;Simon.Weber@example.com
Gerber;Laura;Wiesenweg 15;4001;Zug;0446247475;0799536333;1976-07-24;Laura.Gerber@yahoo.com
Lehmann;Markus;Hauptstrasse 25;8304;Lugano;0442118266;0796290954;1976-10-11;Markus.Lehmann@yahoo.com
Müller;Daniel;Wiesenweg 75;8002;Sitten;0442322425;0797540509;1961-05-02;Daniel.Müller@yahoo.com
Weber;Nina;Alpenblick 87;5000;Genf;0442322425;0796512196;1984-05-24;Nina.Weber@yahoo.com
Steiner;Michaela;Ringstrasse 48;6003;Lausanne;0448033486;0795781113;2000-06-24;Michaela.Steiner@yahoo.com
Müller;David;Talstrasse 83;9000;Solothurn;0447043886;0792169562;1961-10-29;David.Müller@mail.com
Meier;Kevin;Alpenblick 26;8050;Luzern;0442187777;0794688034;1971-04-05;Kevin.Meier@gmail.com
Maurer;Lukas;Poststrasse 7;9200;Thun;0442118266;0793478279;1982-12-12;Lukas.Maurer@web.de
Roth;Julia;Feldstrasse 99;9200;St. Gallen;0449429709;0794957977;1970-09-29;Julia.Roth@gmail.com
Kunz;Katja;Poststrasse 2;7000;Sitten;0446681362;0794646901;1988-04-02;Katja.Kunz@gmail.com
Gerber;Michaela;Bergstrasse 87;9000;Bern;0442994435;0793475351;1970-01-27;Michaela.Gerber@web.de
Weber;Kevin;Schulstrasse 31;4001;Basel;0448374138;0798841134;1981-01-29;Kevin.Weber@gmail.com
Kunz;Anna;Bergstrasse 6;8002;Luzern;0446062912;0793946715;1966-11-30;Anna.Kunz@web.de
Müller;Lena;Talstrasse 21;9300;Uster;0449429709;0797740808;1974-11-21;Lena.Müller@gmail.com
Wenger;Lukas;Tannenweg 29;8050;Freiburg;0443005313;0793501428;1953-06-28;Lukas.Wenger@example.com
Lehmann;Julia;Bergstrasse 43;7000;Freiburg;0448982813;0792915444;1978-07-26;Julia.Lehmann@web.de
Brunner;Lena;Rosenweg 62;3000;Zürich;0446438065;0791282670;1999-01-13;Lena.Brunner@mail.com
Steiner;Peter;Alpenblick 48;6003;Sitten;0441025317;0798841134;1968-04-12;Peter.Steiner@mail.com
Wenger;Max;Lindenweg 32;9300;Uster;0444648586;0792181625;1956-05-14;Max.Wenger@yahoo.com
Brunner;Peter;Talstrasse 22;4001;Freiburg;0448033486;0795354193;1953-02-01;Peter.Brunner@gmail.com
Wenger;Katja;Tannenweg 36;9300;Zürich;0449789370;0792680798;1990-12-20;Katja.Wenger@example.com
Roth;Simon;Wiesenweg 26;9050;Chur;0449833678;0793501428;1968-11-23;Simon.Roth@example.com
Huber;Peter;Schulstrasse 35;5000;Luzern;0446569362;0791282670;1989-01-17;Peter.Huber@example.com
Bachmann;Nina;Poststrasse 95;8304;Schaffhausen;0442118266;0792225391;1986-11-19;Nina.Bachmann@mail.com
Keller;Felix;Bahnhofstrasse 56;9400;Basel;0443403090;0799343726;1992-08-19;Felix.Keller@example.com
Marti;Lena;Brunnenstrasse 17;1000;Schaffhausen;0448482574;0797977495;1969-10-28;Lena.Marti@gmail.com
Müller;Felix;Weidstrasse 13;1000;Sitten;0446062912;0792655207;1999-04-01;Felix.Müller@mail.com
Meier;Peter;Ringstrasse 38;3000;Basel;0448537374;0796209489;1956-10-11;Peter.Meier@mail.com
Wenger;Maria;Talstrasse 31;8500;Lausanne;0445104583;0793501428;1967-05-31;Maria.Wenger@mail.com
Roth;Laura;Seestrasse 32;9000;Solothurn;0443005313;0796415432;1994-08-30;Laura.Roth@mail.com
Weber;Max;Ringstrasse 72;9300;Chur;0449429709;0795160934;1983-06-08;Max.Weber@gmail.com
Roth;David;Brunnenstrasse 33;5000;Lugano;0443669973;0795160934;1985-09-21;David.Roth@example.com
Brunner;Nina;Alpenblick 23;9001;Biel;0446958130;0797923742;1987-04-04;Nina.Brunner@gmail.com
Meier;Sandra;Feldstrasse 53;9001;Bern;0441353442;0798027573;1985-08-02;Sandra.Meier@web.de
Weber;Anna;Sonnenweg 41;9000;Neuenburg;0445349037;0798696155;1975-05-24;Anna.Weber@yahoo.com
Brunner;Nina;Weidstrasse 26;8500;Thun;0446533396;0798742111;1986-07-06;Nina.Brunner@web.de
Keller;Anna;Birkenweg 19;9100;Basel;0443810194;0796112895;1957-11-28;Anna.Keller@example.com
Weber;David;Wiesenweg 41;3000;St. Gallen;0447604237;0797923742;1957-10-25;David.Weber@web.de
Keller;Sophie;Tannenweg 64;9300;Baden;0442744320;0791860658;1999-04-30;Sophie.Keller@mail.com
Lehmann;Lena;Alpenblick 66;8400;Basel;0447975858;0793269976;1950-03-16;Lena.Lehmann@example.com
Marti;Simon;Seestrasse 38;9200;Sitten;0445198625;0798027573;1988-12-09;Simon.Marti@yahoo.com
Maurer;Thomas;Birkenweg 83;8002;Schaffhausen;0446062912;0794686845;1999-03-11;Thomas.Maurer@web.de
Zürcher;Nina;Talstrasse 64;8050;Lausanne;0442322425;0798273907;1961-09-13;Nina.Zürcher@web.de
Huber;Lena;Weidstrasse 52;9300;Neuenburg;0447043886;0799433022;1978-05-01;Lena.Huber@web.de
Gerber;Felix;Talstrasse 69;3000;Basel;0446681362;0793543120;1980-03-28;Felix.Gerber@yahoo.com
Müller;Markus;Gartenweg 33;9001;Uster;0448590960;0796786311;1952-07-10;Markus.Müller@web.de
Marti;Michaela;Ringstrasse 53;9400;Schaffhausen;0444446643;0792225391;1982-10-03;Michaela.Marti@web.de
Zürcher;Lukas;Talstrasse 68;9400;Lugano;0445104583;0792169562;1958-04-12;Lukas.Zürcher@web.de
Marti;David;Brunnenstrasse 96;8304;Bern;0448537374;0792316000;1991-07-31;David.Marti@web.de
Kunz;Sandra;Feldstrasse 60;9050;Zürich;0446424159;0799535881;1976-04-06;Sandra.Kunz@web.de
Marti;Laura;Ringstrasse 34;8304;Lugano;0442441713;0793946715;1973-10-23;Laura.Marti@gmail.com
Huber;Maria;Bergstrasse 3;8050;Uster;0443804554;0796785158;1954-11-28;Maria.Huber@gmail.com
Roth;Max;Bahnhofstrasse 78;8304;Neuenburg;0443005313;0797526210;1952-01-01;Max.Roth@web.de
Marti;Kevin;Hauptstrasse 13;9050;Neuenburg;0446079100;0798696155;1968-03-15;Kevin.Marti@example.com
Keller;Michaela;Poststrasse 37;3000;Lausanne;0448591306;0796087818;1993-04-07;Michaela.Keller@yahoo.com
Fischer;Sandra;Lindenweg 46;8304;Luzern;0447657653;0792316000;1977-04-30;Sandra.Fischer@mail.com
Marti;Thomas;Brunnenstrasse 22;6300;Baden;0449153046;0799473499;1966-08-21;Thomas.Marti@web.de
Weber;Michaela;Birkenweg 87;8400;Zug;0442302770;0798027573;1987-09-16;Michaela.Weber@mail.com
Kunz;Max;Bergstrasse 94;9000;Thun;0442376115;0793571752;1978-03-18;Max.Kunz@gmail.com
Sutter;Peter;Brunnenstrasse 22;8050;Biel;0445519479;0795668668;2000-05-29;Peter.Sutter@example.com
Schmid;Maria;Feldstrasse 10;6300;Basel;0442059596;0792680798;1980-03-08;Maria.Schmid@mail.com
Roth;Sophie;Seestrasse 82;9200;Sitten;0447043886;0794826697;1971-03-21;Sophie.Roth@yahoo.com
Maurer;Peter;Schulstrasse 63;6003;Bern;0441025317;0791954558;1977-11-20;Peter.Maurer@mail.com
Schmid;Laura;Birkenweg 21;3000;Solothurn;0449153006;0794552384;1994-10-16;Laura.Schmid@example.com
Baumann;Laura;Gartenweg 88;9000;Basel;0449429709;0798740150;1967-05-15;Laura.Baumann@web.de
Lehmann;Nina;Hauptstrasse 99;5000;Luzern;0442302770;0797346559;1968-02-01;Nina.Lehmann@example.com
Zürcher;Markus;Sonnenweg 41;8304;Sitten;0442976598;0793501428;1991-06-23;Markus.Zürcher@example.com
Lehmann;Katja;Bergstrasse 11;5000;Sitten;0442187777;0791556601;1989-01-05;Katja.Lehmann@gmail.com
Gerber;Laura;Dorfstrasse 57;1000;Lausanne;0449429709;0797670330;1983-03-13;Laura.Gerber@mail.com
Sutter;Anna;Alpenblick 74;8304;Neuenburg;0447704715;0799516577;1966-09-19;Anna.Sutter@web.de
Schmid;Kevin;Lindenweg 55;6300;St. Gallen;0442321054;0797923742;1971-04-28;Kevin.Schmid@yahoo.com
Müller;Katja;Alpenblick 47;4001;Zürich;0441651055;0792225391;1984-06-29;Katja.Müller@example.com
Schmid;Lena;Lindenweg 83;9400;Chur;0445735778;0794686845;1990-09-27;Lena.Schmid@gmail.com
Lehmann;Laura;Dorfstrasse 96;6300;Basel;0447965858;0798159871;1981-06-08;Laura.Lehmann@mail.com
Sutter;Sophie;Bergstrasse 97;8001;Baden;0448590960;0791954558;1983-07-06;Sophie.Sutter@example.com
Wenger;Julia;Ringstrasse 56;8304;Biel;0449689685;0794686845;1988-09-18;Julia.Wenger@gmail.com
Zürcher;Maria;Ringstrasse 11;9100;Neuenburg;0441025317;0799536333;1988-03-31;Maria.Zürcher@gmail.com
Schmid;Lukas;Bergstrasse 18;9001;Sitten;0448030590;0795668668;1965-01-15;Lukas.Schmid@gmail.com
Gerber;Max;Rosenweg 94;8304;Lausanne;0447965858;0793739668;2000-07-06;Max.Gerber@example.com
Sutter;Felix;Seestrasse 76;4001;Freiburg;0447410655;0793475351;1989-07-22;Felix.Sutter@web.de
Fischer;Nina;Rosenweg 69;4001;Freiburg;0449689685;0794729837;1951-05-22;Nina.Fischer@web.de
Bachmann;Felix;Dorfstrasse 17;9000;Solothurn;0447434931;0791766783;1975-04-19;Felix.Bachmann@web.de
Müller;Lena;Gartenweg 21;4001;Chur;0441849975;0793954902;1955-08-30;Lena.Müller@web.de
Schmid;Sandra;Birkenweg 90;9400;Sitten;0443271584;0794602048;1959-06-29;Sandra.Schmid@yahoo.com
Müller;Katja;Schulstrasse 42;9001;Schaffhausen;0445198625;0796530765;1995-10-20;Katja.Müller@example.com
Meier;Sophie;Sonnenweg 96;8050;Luzern;0448537374;0792181625;1952-05-23;Sophie.Meier@web.de
Lehmann;Anna;Birkenweg 31;3000;Biel;0442986851;0795919543;1976-05-28;Anna.Lehmann@web.de
Gerber;Maria;Schulstrasse 28;9300;Uster;0445349037;0799236745;1995-08-06;Maria.Gerber@example.com
Steiner;Julia;Rosenweg 33;9200;Solothurn;0446807371;0794957977;1952-09-22;Julia.Steiner@yahoo.com
Gerber;Julia;Ringstrasse 67;9001;Genf;0443810194;0793946715;1953-02-24;Julia.Gerber@yahoo.com
Schmid;Lukas;Sonnenweg 88;9000;Winterthur;0442322425;0793472043;1970-01-06;Lukas.Schmid@web.de
